24 0
H	0.0000000	0.0	0.0
H	1.4097357	0.0	0.0
H	0.0000000	0.0	1000.0
H	1.4097357	0.0	1000.0
H	0.0000000	0.0	2000.0
H	1.4097357	0.0	2000.0
H	0.0000000	0.0	3000.0
H	1.4097357	0.0	3000.0
H	0.0000000	0.0	4000.0
H	1.4097357	0.0	4000.0
H	0.0000000	0.0	5000.0
H	1.4097357	0.0	5000.0
H	0.0000000	0.0	6000.0
H	1.4097357	0.0	6000.0
H	0.0000000	0.0	7000.0
H	1.4097357	0.0	7000.0
H	0.0000000	0.0	8000.0
H	1.4097357	0.0	8000.0
H	0.0000000	0.0	9000.0
H	1.4097357	0.0	9000.0
H	0.0000000	0.0	10000.0
H	1.4097357	0.0	10000.0
H	0.0000000	0.0	11000.0
H	1.4097357	0.0	11000.0
