150 0
C	1.266	0	0
C	-1.266	0	0
H	2.305	1.8	0
H	2.305	-1.8	0
H	-2.305	1.8	0
H	-2.305	-1.8	0
C	1.266	0	1000
C	-1.266	0	1000
H	2.305	1.8	1000
H	2.305	-1.8	1000
H	-2.305	1.8	1000
H	-2.305	-1.8	1000
C	1.266	0	2000
C	-1.266	0	2000
H	2.305	1.8	2000
H	2.305	-1.8	2000
H	-2.305	1.8	2000
H	-2.305	-1.8	2000
C	1.266	0	3000
C	-1.266	0	3000
H	2.305	1.8	3000
H	2.305	-1.8	3000
H	-2.305	1.8	3000
H	-2.305	-1.8	3000
C	1.266	0	4000
C	-1.266	0	4000
H	2.305	1.8	4000
H	2.305	-1.8	4000
H	-2.305	1.8	4000
H	-2.305	-1.8	4000
C	1.266	0	5000
C	-1.266	0	5000
H	2.305	1.8	5000
H	2.305	-1.8	5000
H	-2.305	1.8	5000
H	-2.305	-1.8	5000
C	1.266	0	6000
C	-1.266	0	6000
H	2.305	1.8	6000
H	2.305	-1.8	6000
H	-2.305	1.8	6000
H	-2.305	-1.8	6000
C	1.266	0	7000
C	-1.266	0	7000
H	2.305	1.8	7000
H	2.305	-1.8	7000
H	-2.305	1.8	7000
H	-2.305	-1.8	7000
C	1.266	0	8000
C	-1.266	0	8000
H	2.305	1.8	8000
H	2.305	-1.8	8000
H	-2.305	1.8	8000
H	-2.305	-1.8	8000
C	1.266	0	9000
C	-1.266	0	9000
H	2.305	1.8	9000
H	2.305	-1.8	9000
H	-2.305	1.8	9000
H	-2.305	-1.8	9000
C	1.266	0	10000
C	-1.266	0	10000
H	2.305	1.8	10000
H	2.305	-1.8	10000
H	-2.305	1.8	10000
H	-2.305	-1.8	10000
C	1.266	0	11000
C	-1.266	0	11000
H	2.305	1.8	11000
H	2.305	-1.8	11000
H	-2.305	1.8	11000
H	-2.305	-1.8	11000
C	1.266	0	12000
C	-1.266	0	12000
H	2.305	1.8	12000
H	2.305	-1.8	12000
H	-2.305	1.8	12000
H	-2.305	-1.8	12000
C	1.266	0	13000
C	-1.266	0	13000
H	2.305	1.8	13000
H	2.305	-1.8	13000
H	-2.305	1.8	13000
H	-2.305	-1.8	13000
C	1.266	0	14000
C	-1.266	0	14000
H	2.305	1.8	14000
H	2.305	-1.8	14000
H	-2.305	1.8	14000
H	-2.305	-1.8	14000
C	1.266	0	15000
C	-1.266	0	15000
H	2.305	1.8	15000
H	2.305	-1.8	15000
H	-2.305	1.8	15000
H	-2.305	-1.8	15000
C	1.266	0	16000
C	-1.266	0	16000
H	2.305	1.8	16000
H	2.305	-1.8	16000
H	-2.305	1.8	16000
H	-2.305	-1.8	16000
C	1.266	0	17000
C	-1.266	0	17000
H	2.305	1.8	17000
H	2.305	-1.8	17000
H	-2.305	1.8	17000
H	-2.305	-1.8	17000
C	1.266	0	18000
C	-1.266	0	18000
H	2.305	1.8	18000
H	2.305	-1.8	18000
H	-2.305	1.8	18000
H	-2.305	-1.8	18000
C	1.266	0	19000
C	-1.266	0	19000
H	2.305	1.8	19000
H	2.305	-1.8	19000
H	-2.305	1.8	19000
H	-2.305	-1.8	19000
C	1.266	0	20000
C	-1.266	0	20000
H	2.305	1.8	20000
H	2.305	-1.8	20000
H	-2.305	1.8	20000
H	-2.305	-1.8	20000
C	1.266	0	21000
C	-1.266	0	21000
H	2.305	1.8	21000
H	2.305	-1.8	21000
H	-2.305	1.8	21000
H	-2.305	-1.8	21000
C	1.266	0	22000
C	-1.266	0	22000
H	2.305	1.8	22000
H	2.305	-1.8	22000
H	-2.305	1.8	22000
H	-2.305	-1.8	22000
C	1.266	0	23000
C	-1.266	0	23000
H	2.305	1.8	23000
H	2.305	-1.8	23000
H	-2.305	1.8	23000
H	-2.305	-1.8	23000
C	1.266	0	24000
C	-1.266	0	24000
H	2.305	1.8	24000
H	2.305	-1.8	24000
H	-2.305	1.8	24000
H	-2.305	-1.8	24000
